"Station";"longitude";"latitude";"Matrix";"Substance";"Type";"CR";"Units";"Response";"ConfThresh";"ConfStatus";"Datatype"
"VEJ0003150";9.499;55.497;"Biota";"CD";"HM";0.849511511;"All";"+";"H";"H";"All"
"VEJ0003150";9.499;55.497;"Biota";"FLU";"Org";0.166915287;"All";"+";"H";"H";"All"
"VEJ0003150";9.499;55.497;"Biota";"HG";"HM";0.597259163;"All";"+";"H";"H";"All"
"VEJ0003150";9.499;55.497;"Biota";"PB";"HM";0.674527597;"All";"+";"H";"H";"All"
"VEJKOLF5001";9.62435;55.50183;"Sediment";"ANT";"Org";1.270325203;"All";"+";"H";"H";"All"
"VEJKOLF5002";9.59747;55.50063;"Sediment";"ANT";"Org";0.270873168;"All";"+";"H";"H";"All"
"VEJKOLF5002";9.59747;55.50063;"Sediment";"CD";"HM";3.74042388;"All";"+";"H";"H";"All"
"VEJKOLF5002";9.59747;55.50063;"Sediment";"PB";"HM";1.6295132;"All";"+";"H";"H";"All"
"VEJKOYF5003";9.62017;55.49883;"Biota";"BAP";"Org";0.08;"All";"+";"H";"H";"All"
"VEJKOYF5003";9.62017;55.49883;"Biota";"CD";"HM";1.515734266;"All";"+";"H";"H";"All"
"VEJKOYF5003";9.62017;55.49883;"Biota";"FLU";"Org";0.123333333;"All";"+";"H";"H";"All"
"VEJKOYF5003";9.62017;55.49883;"Biota";"HG";"HM";0.816;"All";"+";"H";"H";"All"
"VEJKOYF5003";9.62017;55.49883;"Biota";"PB";"HM";1.316837009;"All";"+";"H";"H";"All"
"VEJLBNO5001";9.735;55.51833;"Biota";"BAP";"Org";0.1;"All";"+";"H";"H";"All"
"VEJLBNO5001";9.735;55.51833;"Biota";"CD";"HM";1.173805361;"All";"+";"H";"H";"All"
"VEJLBNO5001";9.735;55.51833;"Biota";"FLU";"Org";0.199333333;"All";"+";"H";"H";"All"
"VEJLBNO5001";9.735;55.51833;"Biota";"HG";"HM";0.28775;"All";"+";"H";"H";"All"
"VEJLBNO5001";9.735;55.51833;"Biota";"PB";"HM";0.742980097;"All";"+";"H";"H";"All"
"VEJLBNO5002";9.83517;55.60317;"Sediment";"ANT";"Org";0.496031746;"All";"+";"H";"H";"All"
"VEJLBNO5002";9.83517;55.60317;"Sediment";"CD";"HM";0.296457327;"All";"+";"H";"H";"All"
"VEJLBNO5002";9.83517;55.60317;"Sediment";"PB";"HM";0.521208113;"All";"+";"H";"H";"All"
"VEJLBNO5003";9.95067;55.53483;"Sediment";"ANT";"Org";0.942181648;"All";"+";"H";"H";"All"
"VEJLBNO5003";9.95067;55.53483;"Sediment";"CD";"HM";1.962115253;"All";"+";"H";"H";"All"
"VEJLBNO5003";9.95067;55.53483;"Sediment";"PB";"HM";2.378694556;"All";"+";"H";"H";"All"
"VEJVEYF5021";9.701;55.70233;"Biota";"BAP";"Org";0.1;"All";"+";"H";"H";"All"
"VEJVEYF5021";9.701;55.70233;"Biota";"CD";"HM";1.066287879;"All";"+";"H";"H";"All"
"VEJVEYF5021";9.701;55.70233;"Biota";"FLU";"Org";0.13;"All";"+";"H";"H";"All"
"VEJVEYF5021";9.701;55.70233;"Biota";"HG";"HM";0.68686;"All";"+";"H";"H";"All"
"VEJVEYF5021";9.701;55.70233;"Biota";"PB";"HM";0.726842388;"All";"+";"H";"H";"All"
"VIB 3708-1";9.0575;56.95233;"Biota";"BAP";"Org";0.077459667;"All";"+";"H";"H";"All"
"VIB 3708-1";9.0575;56.95233;"Biota";"CD";"HM";0.51158532;"All";"+";"H";"H";"All"
"VIB 3708-1";9.0575;56.95233;"Biota";"FLU";"Org";0.097972785;"All";"+";"H";"H";"All"
"VIB 3708-1";9.0575;56.95233;"Biota";"HG";"HM";0.369673244;"All";"+";"H";"H";"All"
"VIB 3708-1";9.0575;56.95233;"Biota";"PB";"HM";0.382109268;"All";"+";"H";"H";"All"
"Virolahti Suuri Lakasaari";27.66518;60.47666;"Biota";"HG";"HM";6.34428877;"All";"+";"H";"H";"All"
"Virolahti Suuri Lakasaari";27.66518;60.47666;"Biota";"PFOS";"Org";0.193406593;"All";"+";"H";"H";"All"
"Virolahti Suuri Lakasaari";27.66518;60.47666;"Biota";"SBD6";"Org";230.1790281;"All";"+";"H";"H";"All"
"Virolahti Suuri Lakasaari";27.66518;60.47666;"Biota";"SCB6";"Org";0.305797101;"All";"+";"H";"H";"All"
"VSJ 10006";11.82183;55.72117;"Biota";"BAP";"Org";0.23;"All";"+";"H";"H";"All"
"VSJ 10006";11.82183;55.72117;"Biota";"CD";"HM";0.755550699;"All";"+";"H";"H";"All"
"VSJ 10006";11.82183;55.72117;"Biota";"FLU";"Org";0.183;"All";"+";"H";"H";"All"
"VSJ 10006";11.82183;55.72117;"Biota";"HG";"HM";0.41313;"All";"+";"H";"H";"All"
"VSJ 10006";11.82183;55.72117;"Biota";"PB";"HM";1.89133943;"All";"+";"H";"H";"All"
"VSJ 42009";11.05683;55.6045;"Biota";"BAP";"Org";0.132;"All";"+";"H";"H";"All"
"VSJ 42009";11.05683;55.6045;"Biota";"CD";"HM";1.950240385;"All";"+";"H";"H";"All"
"VSJ 42009";11.05683;55.6045;"Biota";"FLU";"Org";0.080666667;"All";"+";"H";"H";"All"
"VSJ 42009";11.05683;55.6045;"Biota";"HG";"HM";1.15577;"All";"+";"H";"H";"All"
"VSJ 42009";11.05683;55.6045;"Biota";"PB";"HM";1.259171598;"All";"+";"H";"H";"All"
"WARNEM";12.083744445;54.2991777216667;"Water";"CS-137";"Rad";1.588135869;"All";"+";"H";"H";"All"
"west Norrskär";20.1009;63.0988;"Biota";"SCB6";"Org";0.058947368;"All";"+";"H";"H";"All"
"WITTOW";13.49783333;54.88366667;"Water";"CS-137";"Rad";1.132366667;"All";"+";"H";"H";"All"
"WLZP";14.623;53.848;"Water";"CD";"HM";0.164316767;"All";"+";"H";"H";"All"
"WLZP";14.623;53.848;"Water";"PB";"HM";0.461538462;"All";"+";"H";"H";"All"
"ZGDA";18.59667;54.45;"Biota";"HBCD";"Org";0.000866325;"All";"+";"H";"H";"All"
"ZGDA";18.59667;54.45;"Biota";"HG";"HM";2.059922418;"All";"+";"H";"H";"All"
"ZGDA";18.59667;54.45;"Biota";"PB";"HM";1.462534074;"All";"+";"H";"H";"All"
"ZGDA";18.59667;54.45;"Biota";"PFOS";"Org";0.09997213;"All";"+";"H";"H";"All"
"ZGDA";18.59667;54.45;"Biota";"SBD6";"Org";46.76338241;"All";"+";"H";"H";"All"
"ZGDA";18.59667;54.45;"Biota";"SCB6";"Org";0.186519337;"All";"+";"H";"H";"All"
"ZGP";18.81752;54.48998;"Water";"CD";"HM";0.25;"All";"+";"H";"H";"All"
"ZGP";18.81752;54.48998;"Water";"PB";"HM";0.307692308;"All";"+";"H";"H";"All"
"ZN2 ";18.957475;54.3833;"Water";"CS-137";"Rad";1.196655547;"All";"+";"H";"H";"All"
"ZN4 ";18.8333;54.6667;"Water";"CS-137";"Rad";1.807137322;"All";"+";"H";"H";"All"
"ZPOM";14.3;54.66667;"Biota";"HBCD";"Org";0.000277524;"All";"+";"H";"H";"All"
"ZPOM";14.3;54.66667;"Biota";"HG";"HM";1.594484377;"All";"+";"H";"H";"All"
"ZPOM";14.3;54.66667;"Biota";"PB";"HM";1.362006044;"All";"+";"H";"H";"All"
"ZPOM";14.3;54.66667;"Biota";"PFOS";"Org";0.060002137;"All";"+";"H";"H";"All"
"ZPOM";14.3;54.66667;"Biota";"SBD6";"Org";15.08930514;"All";"+";"H";"H";"All"
"ZPOM";14.3;54.66667;"Biota";"SCB6";"Org";0.015056174;"All";"+";"H";"H";"All"
